Niveau hiérarchique de la ligne,Catégorie,Section,Ligne de prévision,Ligne d'exécution,LFI,LFR/LFG,Total des prévisions,Total des recouvrements,Total des recettes**
2,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales,3163 - Prélèvement sur les recettes de l'État permettant de verser une compensation aux communes et EPCI enregistrant d'une année sur l'autre une perte de base de TFPB et de produits TFPB afférant aux entreprises à l'origine de la perte de base de TFPB (total),3163 - Prélèvement sur les recettes de l'État permettant de verser une compensation aux communes et EPCI enregistrant d'une année sur l'autre une perte de base de TFPB et de produits TFPB afférant aux entreprises à l'origine de la perte de base de TFPB (total),-3300000,0,-3300000,0,0
3,Prélèvements sur les recettes de l'État,31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales (total),31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales (total),31 - Prélèvements sur les recettes de l'État au profit des collectivités territoriales (total),-45057825520,0,-45057825520,"-45456844973,56","-45456844973,56"
0,Prélèvements sur les recettes de l'État,32 - Prélèvements sur les recettes de l'État au profit de l'Union européenne,3201 - Prélèvement sur les recettes de l'État au profit du budget de l'Union européenne,,-21609624014,-669885531,-22279509545,0,0
1,Prélèvements sur les recettes de l'État,32 - Prélèvements sur les recettes de l'État au profit de l'Union européenne,3201 - Prélèvement sur les recettes de l'État au profit du budget de l'Union européenne,320101 - TVA Prélèvement sur les recettes de l'État au titre de la contribution financière TVA,0,0,0,-4293629700,0
1,Prélèvements sur les recettes de l'État,32 - Prélèvements sur les recettes de l'État au profit de l'Union européenne,3201 - Prélèvement sur les recettes de l'État au profit du budget de l'Union européenne,320102 - PNB Prélèvement sur les recettes de l'État au titre de la contribution financière PNB,0,0,0,"-16375427346,38",0
1,Prélèvements sur les recettes de l'État,32 - Prélèvements sur les recettes de l'État au profit de l'Union européenne,3201 - Prélèvement sur les recettes de l'État au profit du budget de l'Union européenne,320104 - Prélèvement sur les recettes de l’État au titre de la contribution déchets plastiques non recyclés,0,0,0,"-1607336771,86",0
2,Prélèvements sur les recettes de l'État,32 - Prélèvements sur les recettes de l'État au profit de l'Union européenne,3201 - Prélèvement sur les recettes de l'État au profit du budget de l'Union européenne (total),3201 - Prélèvement sur les recettes de l'État au profit du budget de l'Union européenne (total),-21609624014,-669885531,-22279509545,"-22276393818,24",0
3,Prélèvements sur les recettes de l'État,32 - Prélèvements sur les recettes de l'État au profit de l'Union européenne (total),32 - Prélèvements sur les recettes de l'État au profit de l'Union européenne (total),32 - Prélèvements sur les recettes de l'État au profit de l'Union européenne (total),-21609624014,-669885531,-22279509545,"-22276393818,24","-22276393818,24"
4,Prélèvements sur les recettes de l'État (total),Prélèvements sur les recettes de l'État (total),Prélèvements sur les recettes de l'État (total),Prélèvements sur les recettes de l'État (total),-66667449534,-669885531,-67337335065,"-67733238791,8","-67733238791,8"
0,Fonds de concours et attributions de produits,Prélèvements sur les recettes de l'État (total),Prélèvements sur les recettes de l'État (total),Prélèvements sur les recettes de l'État (total),7398632983,0,7398632983,0,0
2,Fonds de concours et attributions de produits,Prélèvements sur les recettes de l'État (total),Prélèvements sur les recettes de l'État (total),Prélèvements sur les recettes de l'État (total),7398632983,0,7398632983,0,0
3,Fonds de concours et attributions de produits,Prélèvements sur les recettes de l'État (total),Prélèvements sur les recettes de l'État (total),Prélèvements sur les recettes de l'État (total),7398632983,0,7398632983,0,0
1,Fonds de concours et attributions de produits,51 - Fonds de concours ordinaires et spéciaux,5100 - Fonds de concours ordinaires et spéciaux,510001 - Fonds de concours et attributions de produits - Fonds de concours ordinaires - Affaires étrangères et européennes,0,0,0,"4908278,77",0
1,Fonds de concours et attributions de produits,51 - Fonds de concours ordinaires et spéciaux,5100 - Fonds de concours ordinaires et spéciaux,510002 - Fonds de concours et attributions de produits - Fonds de concours ordinaires - Culture et communication,0,0,0,"110938033,13",0
1,Fonds de concours et attributions de produits,51 - Fonds de concours ordinaires et spéciaux,5100 - Fonds de concours ordinaires et spéciaux,510003 - Fonds de concours et attributions de produits - Fonds de concours ordinaires - Agriculture et pêche,0,0,0,"7025946,36",0
1,Fonds de concours et attributions de produits,51 - Fonds de concours ordinaires et spéciaux,5100 - Fonds de concours ordinaires et spéciaux,510006 - Fonds de concours et attributions de produits - Fonds de concours ordinaires - Éducation nationale,0,0,0,"64736174,4",0
1,Fonds de concours et attributions de produits,51 - Fonds de concours ordinaires et spéciaux,5100 - Fonds de concours ordinaires et spéciaux,"510007 - Fonds de concours et attributions de produits - Fonds de concours ordinaires - Budget, Comptes publics et fonction publique",0,0,0,"52881594,46",0
1,Fonds de concours et attributions de produits,51 - Fonds de concours ordinaires et spéciaux,5100 - Fonds de concours ordinaires et spéciaux,"510009 - Fonds de concours et attributions de produits - Fonds de concours ordinaires - Intérieur, outre-mer et collectivités territoriales",0,0,0,"299951921,09",0
1,Fonds de concours et attributions de produits,51 - Fonds de concours ordinaires et spéciaux,5100 - Fonds de concours ordinaires et spéciaux,510010 - Fonds de concours et attributions de produits - Fonds de concours ordinaires - Justice,0,0,0,"14485072,56",0
1,Fonds de concours et attributions de produits,51 - Fonds de concours ordinaires et spéciaux,5100 - Fonds de concours ordinaires et spéciaux,510012 - Fonds de concours et attributions de produits - Fonds de concours ordinaires - Services du Premier Ministre,0,0,0,"172351552,59",0
1,Fonds de concours et attributions de produits,51 - Fonds de concours ordinaires et spéciaux,5100 - Fonds de concours ordinaires et spéciaux,"510023 - Fonds de concours et attributions de produits - Fonds de concours ordinaires - Écologie, énergie, développement durable et aménagement du territoire",0,0,0,"4920204826,71",0
1,Fonds de concours et attributions de produits,51 - Fonds de concours ordinaires et spéciaux,5100 - Fonds de concours ordinaires et spéciaux,510028 - Fonds de concours et attributions de produits - Fonds de concours ordinaires - MEEDDM,0,0,0,"100453,6",0
1,Fonds de concours et attributions de produits,51 - Fonds de concours ordinaires et spéciaux,5100 - Fonds de concours ordinaires et spéciaux,"510036 - Fonds de concours et attributions de produits - Fonds de concours ordinaires - Travail, relations sociales et solidarité",0,0,0,"546732615,81",0
1,Fonds de concours et attributions de produits,51 - Fonds de concours ordinaires et spéciaux,5100 - Fonds de concours ordinaires et spéciaux,510038 - Fonds de concours et attributions de produits - Fonds de concours ordinaires - Enseignement supérieur et recherche,0,0,0,"17864028,62",0
1,Fonds de concours et attributions de produits,51 - Fonds de concours ordinaires et spéciaux,5100 - Fonds de concours ordinaires et spéciaux,"510042 - Fonds de concours et attributions de produits - Fonds de concours ordinaires - Sport, Jeux olympiques et paralympiques",0,0,0,13080,0
1,Fonds de concours et attributions de produits,51 - Fonds de concours ordinaires et spéciaux,5100 - Fonds de concours ordinaires et spéciaux,510050 - Fonds de concours et attributions de produits - Fonds de concours ordinaires - BCPFP,0,0,0,"17819134,15",0
1,Fonds de concours et attributions de produits,51 - Fonds de concours ordinaires et spéciaux,5100 - Fonds de concours ordinaires et spéciaux,510056 - Fonds de concours et attributions de produits - Fonds de concours ordinaires - Solidarités et Cohésions sociales,0,0,0,"12378966,31",0
1,Fonds de concours et attributions de produits,51 - Fonds de concours ordinaires et spéciaux,5100 - Fonds de concours ordinaires et spéciaux,510070 - Fonds de concours et attributions de produits - Fonds de concours ordinaires - Défense,0,0,0,"752256831,96",0
2,Fonds de concours et attributions de produits,51 - Fonds de concours ordinaires et spéciaux,5100 - Fonds de concours ordinaires et spéciaux (total),5100 - Fonds de concours ordinaires et spéciaux (total),0,0,0,"6994648510,52",0
3,Fonds de concours et attributions de produits,51 - Fonds de concours ordinaires et spéciaux (total),51 - Fonds de concours ordinaires et spéciaux (total),51 - Fonds de concours ordinaires et spéciaux (total),0,0,0,"6994648510,52","6994648510,52"
